               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 721,            0.022159,           0.0036584,          0.00055738,            0.074098,             0.99499,              0.9985,              0.9946,             0.87311,            0.013428,           0.0025055,          0.00018056,            0.072288,           0.0034503,           0.0034503,           0.0034503
                 722,            0.022442,           0.0037348,            0.000697,            0.074275,             0.99758,              0.9985,              0.9945,             0.87343,            0.013424,           0.0025055,          0.00018042,            0.072281,           0.0034406,           0.0034406,           0.0034406
                 723,            0.022093,           0.0036652,          0.00046807,            0.074269,             0.99555,              0.9985,             0.99444,             0.87285,            0.013422,           0.0025051,          0.00018029,            0.072266,            0.003431,            0.003431,            0.003431
                 724,            0.022225,           0.0037099,           0.0004941,            0.074103,             0.99499,              0.9985,             0.99476,             0.87339,            0.013421,           0.0025049,          0.00018005,            0.072247,           0.0034214,           0.0034214,           0.0034214
                 725,             0.02221,           0.0036387,          0.00056535,            0.073779,             0.99506,             0.99849,             0.99482,               0.873,            0.013414,           0.0025045,          0.00017997,            0.072239,           0.0034118,           0.0034118,           0.0034118
                 726,            0.022381,           0.0035628,          0.00072081,            0.074352,             0.99703,             0.99849,             0.99482,             0.87335,             0.01341,           0.0025048,          0.00017985,            0.072222,           0.0034022,           0.0034022,           0.0034022
                 727,            0.022302,           0.0036688,          0.00060748,            0.072834,             0.99703,             0.99849,             0.99482,              0.8724,            0.013402,           0.0025045,          0.00017991,            0.072199,           0.0033927,           0.0033927,           0.0033927
                 728,            0.022206,            0.003687,          0.00050127,            0.074436,             0.99704,             0.99848,             0.99482,             0.87357,            0.013401,           0.0025045,           0.0001796,            0.072183,           0.0033831,           0.0033831,           0.0033831
                 729,            0.021986,           0.0036668,          0.00054039,            0.073666,             0.99927,             0.99847,               0.995,             0.87231,            0.013395,           0.0025036,          0.00017954,            0.072173,           0.0033737,           0.0033737,           0.0033737
                 730,            0.022267,           0.0036498,          0.00062612,            0.072652,             0.99704,             0.99847,              0.9946,             0.87188,            0.013384,           0.0025034,           0.0001793,            0.072151,           0.0033642,           0.0033642,           0.0033642
                 731,            0.021843,            0.003704,          0.00056004,              0.0738,             0.99502,             0.99846,             0.99452,              0.8719,            0.013376,           0.0025029,          0.00017921,            0.072134,           0.0033548,           0.0033548,           0.0033548
                 732,            0.022415,           0.0037247,           0.0006268,            0.072684,             0.99502,             0.99847,             0.99461,             0.87216,            0.013379,           0.0025028,          0.00017892,            0.072114,           0.0033453,           0.0033453,           0.0033453
                 733,            0.021924,           0.0037087,          0.00063146,            0.074069,             0.99501,             0.99848,             0.99461,             0.87222,            0.013379,           0.0025019,          0.00017899,              0.0721,            0.003336,            0.003336,            0.003336
                 734,            0.022226,           0.0037217,          0.00067384,            0.074888,             0.99705,             0.99847,             0.99469,             0.87338,             0.01338,           0.0025017,          0.00017868,            0.072086,           0.0033266,           0.0033266,           0.0033266
                 735,            0.021625,           0.0036947,          0.00050345,            0.073396,             0.99704,             0.99848,             0.99469,              0.8734,            0.013378,           0.0025013,          0.00017855,            0.072085,           0.0033173,           0.0033173,           0.0033173
                 736,            0.022132,            0.003668,          0.00061083,            0.073867,             0.99705,             0.99847,             0.99469,             0.87279,            0.013381,            0.002501,          0.00017827,            0.072068,           0.0033079,           0.0033079,           0.0033079
                 737,             0.02191,           0.0035968,          0.00056892,            0.073317,             0.99927,             0.99848,               0.995,             0.87343,            0.013375,           0.0025013,          0.00017833,            0.072062,           0.0032987,           0.0032987,           0.0032987
                 738,            0.022106,           0.0037128,          0.00067109,             0.07462,             0.99725,             0.99847,              0.9948,             0.87249,            0.013375,           0.0025011,          0.00017809,            0.072051,           0.0032894,           0.0032894,           0.0032894
                 739,            0.022221,           0.0036734,          0.00048943,             0.07319,              0.9976,             0.99848,             0.99493,             0.87284,            0.013374,            0.002501,          0.00017809,            0.072035,           0.0032802,           0.0032802,           0.0032802
                 740,            0.022358,           0.0037445,          0.00055378,            0.073995,             0.99725,             0.99846,             0.99492,             0.87145,            0.013376,           0.0025009,          0.00017777,             0.07202,            0.003271,            0.003271,            0.003271
                 741,            0.021865,           0.0036966,          0.00065946,            0.073999,             0.99526,             0.99846,             0.99477,             0.87216,            0.013379,           0.0025007,          0.00017777,            0.072001,           0.0032618,           0.0032618,           0.0032618
                 742,            0.021852,           0.0036778,          0.00059385,            0.073014,             0.99526,             0.99846,             0.99475,             0.87132,            0.013375,           0.0025007,          0.00017742,            0.071981,           0.0032527,           0.0032527,           0.0032527
                 743,            0.021801,           0.0037193,           0.0008015,            0.073488,             0.99163,             0.99846,             0.99446,              0.8722,             0.01337,           0.0025005,           0.0001775,            0.071962,           0.0032435,           0.0032435,           0.0032435
                 744,            0.022016,           0.0036652,          0.00070078,            0.073196,             0.99148,             0.99847,             0.99437,              0.8719,            0.013372,           0.0025003,          0.00017732,            0.071937,           0.0032345,           0.0032345,           0.0032345
                 745,            0.021906,           0.0036219,           0.0006006,            0.074957,             0.98952,             0.99845,             0.99413,             0.87135,            0.013368,           0.0025003,          0.00017731,            0.071924,           0.0032254,           0.0032254,           0.0032254
                 746,            0.021851,           0.0036967,          0.00037509,            0.073135,              0.9933,             0.99845,             0.99432,             0.87186,            0.013372,           0.0025001,          0.00017706,            0.071909,           0.0032163,           0.0032163,           0.0032163
                 747,            0.021701,           0.0036275,          0.00053153,            0.073337,             0.99175,             0.99845,             0.99424,             0.87231,            0.013375,           0.0024997,           0.0001771,            0.071885,           0.0032073,           0.0032073,           0.0032073
                 748,            0.022056,           0.0036983,          0.00057514,             0.07369,             0.99537,             0.99846,             0.99453,             0.87245,            0.013376,           0.0024994,          0.00017696,            0.071868,           0.0031984,           0.0031984,           0.0031984
                 749,            0.021715,           0.0036651,          0.00050048,            0.073103,             0.99927,             0.99845,               0.995,             0.87277,            0.013376,           0.0024994,          0.00017692,            0.071842,           0.0031894,           0.0031894,           0.0031894
                 750,            0.021712,           0.0036453,          0.00050268,             0.07305,             0.99927,             0.99844,               0.995,             0.87174,            0.013378,           0.0024996,          0.00017682,            0.071827,           0.0031805,           0.0031805,           0.0031805
                 751,            0.021779,           0.0037058,          0.00041874,             0.07273,             0.99538,             0.99844,             0.99432,              0.8704,            0.013371,           0.0024995,          0.00017672,            0.071806,           0.0031716,           0.0031716,           0.0031716
                 752,            0.022129,           0.0035778,          0.00070073,            0.072299,             0.99704,             0.99844,              0.9946,             0.87163,             0.01337,           0.0024994,          0.00017629,            0.071773,           0.0031627,           0.0031627,           0.0031627
                 753,            0.021941,           0.0036012,          0.00061086,            0.073213,             0.99485,             0.99845,             0.99418,             0.87184,             0.01336,            0.002499,           0.0001764,            0.071756,           0.0031539,           0.0031539,           0.0031539
                 754,            0.021726,           0.0037125,          0.00057987,            0.073015,             0.99485,             0.99846,             0.99418,             0.86992,            0.013361,           0.0024993,          0.00017615,            0.071733,            0.003145,            0.003145,            0.003145
                 755,            0.021605,           0.0035935,          0.00056188,            0.072487,              0.9927,             0.99846,             0.99382,             0.87023,             0.01336,           0.0024996,          0.00017635,            0.071715,           0.0031363,           0.0031363,           0.0031363
                 756,            0.021761,           0.0036219,          0.00048374,            0.073215,             0.99704,             0.99844,              0.9946,             0.87087,            0.013358,           0.0024997,          0.00017616,            0.071691,           0.0031275,           0.0031275,           0.0031275
                 757,            0.021601,           0.0036154,          0.00058061,            0.072622,             0.99725,             0.99843,             0.99492,             0.87175,            0.013357,           0.0024993,          0.00017617,            0.071676,           0.0031188,           0.0031188,           0.0031188
                 758,            0.021535,           0.0036818,          0.00060965,            0.072148,             0.99725,             0.99844,             0.99492,             0.87169,             0.01336,           0.0024995,          0.00017594,            0.071657,           0.0031101,           0.0031101,           0.0031101
                 759,            0.021728,           0.0036995,          0.00061911,            0.072274,             0.99927,             0.99844,               0.995,             0.87195,            0.013358,           0.0024988,          0.00017589,             0.07163,           0.0031014,           0.0031014,           0.0031014
                 760,            0.021494,           0.0036597,          0.00060167,             0.07412,             0.99825,             0.99845,               0.995,             0.87151,            0.013365,           0.0024987,          0.00017563,            0.071604,           0.0030927,           0.0030927,           0.0030927
                 761,            0.021576,           0.0036918,          0.00055581,            0.073721,             0.99825,             0.99845,               0.995,              0.8722,            0.013371,           0.0024985,          0.00017551,            0.071584,           0.0030841,           0.0030841,           0.0030841
                 762,            0.021386,           0.0036073,          0.00051378,            0.071558,             0.99623,             0.99844,             0.99453,              0.8719,            0.013373,            0.002498,          0.00017523,            0.071569,           0.0030755,           0.0030755,           0.0030755
                 763,            0.021354,           0.0036258,          0.00048628,            0.072727,             0.99402,             0.99844,             0.99418,             0.87117,            0.013368,           0.0024973,          0.00017509,            0.071553,            0.003067,            0.003067,            0.003067
                 764,            0.021663,            0.003573,          0.00054798,            0.072742,             0.99403,             0.99843,             0.99418,             0.87162,            0.013366,           0.0024968,          0.00017484,            0.071536,           0.0030584,           0.0030584,           0.0030584
                 765,            0.021708,           0.0036669,          0.00052389,              0.0737,             0.99605,             0.99843,             0.99464,             0.87221,             0.01337,           0.0024966,          0.00017499,            0.071513,           0.0030499,           0.0030499,           0.0030499
                 766,            0.021475,           0.0036418,          0.00040748,            0.072255,             0.99285,             0.99842,             0.99393,             0.87114,             0.01337,           0.0024965,          0.00017476,            0.071491,           0.0030415,           0.0030415,           0.0030415
                 767,            0.021619,           0.0036139,          0.00034427,            0.072172,             0.99488,             0.99841,             0.99426,              0.8718,            0.013366,           0.0024959,           0.0001748,            0.071473,            0.003033,            0.003033,            0.003033
                 768,            0.021569,           0.0036322,          0.00049914,             0.07194,             0.99763,              0.9984,             0.99474,             0.87245,            0.013358,           0.0024956,          0.00017451,            0.071459,           0.0030246,           0.0030246,           0.0030246
                 769,            0.021827,           0.0036401,          0.00055868,            0.072607,             0.99322,             0.99841,             0.99394,             0.87185,            0.013354,           0.0024952,           0.0001744,             0.07144,           0.0030162,           0.0030162,           0.0030162
                 770,             0.02185,           0.0037103,          0.00055772,             0.07322,             0.99929,             0.99841,               0.995,             0.87277,            0.013355,           0.0024951,           0.0001742,            0.071422,           0.0030079,           0.0030079,           0.0030079
                 771,            0.021755,           0.0036426,          0.00058684,            0.072958,              0.9993,              0.9984,               0.995,             0.87226,            0.013354,           0.0024949,          0.00017418,            0.071398,           0.0029996,           0.0029996,           0.0029996
                 772,            0.021538,           0.0036253,          0.00085419,            0.073146,             0.99932,             0.99838,               0.995,             0.87207,            0.013358,           0.0024947,          0.00017407,             0.07138,           0.0029913,           0.0029913,           0.0029913
                 773,            0.021446,           0.0035619,          0.00064926,            0.073078,             0.99934,             0.99836,               0.995,             0.87231,            0.013357,           0.0024934,          0.00017403,            0.071365,            0.002983,            0.002983,            0.002983
                 774,            0.021447,           0.0036547,          0.00047487,            0.074183,             0.99935,             0.99835,               0.995,             0.87256,             0.01336,           0.0024933,          0.00017375,            0.071341,           0.0029748,           0.0029748,           0.0029748
                 775,            0.021655,           0.0036742,          0.00047771,            0.072025,             0.99935,             0.99836,               0.995,             0.87222,            0.013359,           0.0024933,          0.00017384,            0.071324,           0.0029666,           0.0029666,           0.0029666
                 776,            0.021767,           0.0036521,          0.00053335,            0.072661,             0.99935,             0.99835,               0.995,             0.87211,            0.013364,           0.0024934,          0.00017353,            0.071309,           0.0029584,           0.0029584,           0.0029584
                 777,            0.021414,           0.0035775,          0.00054929,            0.071535,             0.99493,             0.99837,             0.99406,             0.87138,            0.013368,           0.0024938,          0.00017338,            0.071276,           0.0029502,           0.0029502,           0.0029502
                 778,            0.021635,           0.0036649,          0.00070278,            0.072478,              0.9951,             0.99834,             0.99336,              0.8713,             0.01336,           0.0024932,          0.00017316,            0.071251,           0.0029421,           0.0029421,           0.0029421
                 779,             0.02117,           0.0035445,          0.00046567,            0.072189,              0.9951,             0.99834,             0.99338,             0.87154,            0.013362,           0.0024932,          0.00017312,            0.071229,            0.002934,            0.002934,            0.002934
                 780,            0.022008,           0.0036518,          0.00065719,             0.07218,             0.99147,             0.99834,              0.9933,             0.87064,            0.013357,           0.0024929,          0.00017291,            0.071219,            0.002926,            0.002926,            0.002926
                 781,             0.02142,           0.0036366,          0.00056283,            0.071994,             0.99314,             0.99834,             0.99329,             0.87109,             0.01335,           0.0024926,          0.00017302,            0.071198,           0.0029179,           0.0029179,           0.0029179
                   0,            0.072955,            0.020073,            0.037499,             0.32566,             0.51156,             0.53329,             0.43738,             0.13429,            0.053448,             0.01454,            0.025819,             0.25454,             0.00113,             0.00113,             0.08983
                   1,            0.066298,            0.011525,            0.020497,             0.22004,             0.23021,             0.60743,             0.26221,            0.061235,            0.062932,           0.0077987,            0.012624,             0.20196,             0.00227,             0.00227,             0.07957
                   2,            0.064719,           0.0084176,            0.012898,             0.19804,             0.48971,             0.57136,             0.51238,              0.1836,            0.070612,           0.0059344,           0.0094951,             0.19471,             0.00341,             0.00341,             0.06931
                   3,            0.059022,           0.0071542,            0.010143,             0.19338,             0.60795,             0.59522,             0.61218,             0.25363,            0.060553,           0.0049182,           0.0081602,             0.19043,           0.0045499,           0.0045499,             0.05905
                   4,            0.069821,           0.0060992,           0.0091077,             0.18966,             0.73676,             0.72191,             0.73146,             0.30039,             0.05176,           0.0050986,           0.0079136,             0.18499,           0.0056898,           0.0056898,             0.04879
                   5,            0.070565,           0.0056989,           0.0085578,             0.18231,             0.62113,             0.68766,             0.68791,              0.2955,            0.057322,            0.004595,           0.0066643,             0.17605,           0.0068297,           0.0068297,             0.03853
                   6,            0.068656,           0.0055668,           0.0078946,             0.17029,             0.42017,              0.7821,             0.59171,               0.239,            0.062695,           0.0048614,           0.0047699,             0.16254,           0.0079694,           0.0079694,            0.028269
                   7,            0.069547,           0.0055148,           0.0075689,             0.15838,             0.49375,             0.70779,             0.56731,             0.21365,            0.059571,           0.0049522,           0.0047716,              0.1536,           0.0091091,           0.0091091,            0.018009
                   8,            0.070092,           0.0053934,           0.0087157,              0.1487,             0.54177,             0.68986,             0.55958,             0.20987,            0.064606,           0.0049111,           0.0059875,             0.14682,           0.0099987,           0.0099987,           0.0099987
                   9,            0.067399,           0.0054685,           0.0085563,             0.14317,             0.62997,             0.61477,             0.62992,             0.25799,            0.060125,           0.0042781,           0.0052536,             0.14168,           0.0099987,           0.0099987,           0.0099987
                  10,            0.066146,           0.0053918,           0.0076501,             0.13869,             0.73255,             0.84021,             0.79852,             0.26985,            0.056765,            0.004442,            0.004359,             0.13857,           0.0099984,           0.0099984,           0.0099984
                  11,            0.065734,           0.0053762,            0.006831,             0.13456,             0.61955,             0.66642,             0.64191,             0.29715,            0.057318,           0.0040438,           0.0035379,             0.13363,            0.009998,            0.009998,            0.009998
                  12,            0.063485,           0.0051391,           0.0057751,             0.13148,             0.73824,             0.85612,             0.84494,             0.42155,            0.053228,           0.0040282,           0.0025008,             0.13369,           0.0099976,           0.0099976,           0.0099976
                  13,            0.060953,           0.0052389,           0.0050794,             0.12947,             0.70893,             0.84057,             0.74817,             0.34943,            0.051594,           0.0040431,           0.0025228,             0.13171,           0.0099972,           0.0099972,           0.0099972
                  14,            0.059608,           0.0050974,           0.0055121,             0.12829,             0.70347,             0.74679,             0.70361,             0.31368,            0.050942,             0.00398,           0.0033063,             0.13022,           0.0099967,           0.0099967,           0.0099967
                  15,            0.056911,           0.0051713,            0.004622,             0.12862,             0.74475,             0.88875,             0.85209,             0.40901,            0.045743,           0.0039884,           0.0022665,             0.12979,           0.0099961,           0.0099961,           0.0099961
                  16,            0.053212,           0.0051875,           0.0043451,             0.12633,             0.75005,             0.89394,             0.79369,             0.34541,            0.047344,            0.003954,           0.0024131,             0.12855,           0.0099956,           0.0099956,           0.0099956
                  17,            0.052164,           0.0052137,           0.0043408,             0.12641,             0.89313,             0.94968,              0.9491,             0.47705,            0.038177,           0.0039148,           0.0029666,             0.12484,           0.0099949,           0.0099949,           0.0099949
                  18,            0.050264,           0.0052727,            0.004611,             0.12473,             0.89136,             0.90235,               0.917,             0.52379,            0.040967,            0.003865,           0.0023825,             0.12574,           0.0099943,           0.0099943,           0.0099943
                  19,            0.049284,           0.0051364,           0.0037634,             0.12255,             0.85312,             0.86146,             0.85919,             0.43368,            0.039671,           0.0038029,           0.0020159,             0.12509,           0.0099936,           0.0099936,           0.0099936
                  20,            0.048542,           0.0052289,           0.0042186,             0.12165,             0.85354,             0.90194,              0.8776,             0.45811,            0.039187,           0.0039019,           0.0021789,             0.12593,           0.0099929,           0.0099929,           0.0099929
                  21,            0.047384,           0.0050566,           0.0036528,             0.12182,              0.8965,             0.88487,             0.92786,             0.47322,            0.039588,           0.0038103,           0.0022481,             0.11979,           0.0099921,           0.0099921,           0.0099921
                  22,            0.046608,           0.0050829,            0.004175,             0.12085,             0.95283,             0.96476,             0.96567,             0.56228,            0.035575,           0.0037683,           0.0013344,             0.11923,           0.0099913,           0.0099913,           0.0099913
                  23,            0.046866,           0.0051234,           0.0035153,             0.12108,               0.919,             0.95532,             0.97162,             0.58315,            0.036883,           0.0036751,           0.0016573,             0.11808,           0.0099905,           0.0099905,           0.0099905
                  24,            0.046152,           0.0050973,           0.0040318,             0.11822,             0.97038,             0.97426,             0.99021,             0.62707,            0.032288,           0.0038226,           0.0016644,               0.117,           0.0099896,           0.0099896,           0.0099896
                  25,            0.044804,           0.0049871,           0.0040426,              0.1181,             0.93509,             0.95632,             0.96267,             0.57523,            0.034495,           0.0037804,           0.0018816,             0.11472,           0.0099886,           0.0099886,           0.0099886
                  26,            0.045262,           0.0050013,            0.003193,              0.1164,             0.82966,             0.85385,             0.81745,             0.48007,            0.038122,           0.0037204,           0.0013082,             0.11107,           0.0099877,           0.0099877,           0.0099877
                  27,            0.044613,            0.004945,           0.0035702,             0.11582,             0.91272,             0.95037,             0.92046,              0.5259,             0.03758,           0.0037194,           0.0017565,             0.11362,           0.0099867,           0.0099867,           0.0099867
                  28,            0.043661,           0.0050244,           0.0036502,              0.1164,              0.9586,             0.95116,             0.97423,             0.55195,            0.035439,           0.0036765,           0.0015405,             0.11641,           0.0099856,           0.0099856,           0.0099856
                  29,            0.043837,           0.0049415,           0.0034779,             0.11603,             0.94347,             0.95311,             0.97314,              0.6348,            0.033668,           0.0036246,           0.0023633,             0.10962,           0.0099845,           0.0099845,           0.0099845
                  30,             0.04262,           0.0049389,           0.0030861,             0.11573,             0.92669,             0.93829,             0.92889,             0.54052,            0.037192,           0.0036603,           0.0014786,             0.10901,           0.0099834,           0.0099834,           0.0099834
                  31,            0.042394,            0.004889,            0.003338,             0.11416,             0.96777,             0.98841,             0.99351,             0.56772,            0.033749,           0.0036804,           0.0013497,             0.10573,           0.0099822,           0.0099822,           0.0099822
                  32,            0.042115,           0.0049476,           0.0030348,             0.11483,             0.96941,             0.99349,             0.98446,             0.63443,            0.030032,            0.003541,           0.0010093,             0.10934,            0.009981,            0.009981,            0.009981
                  33,            0.041285,           0.0050077,           0.0032151,             0.11363,             0.97541,             0.97631,              0.9932,             0.65683,            0.031217,            0.003622,           0.0016499,             0.10764,           0.0099798,           0.0099798,           0.0099798
                  34,            0.041541,           0.0049112,           0.0031991,             0.11338,             0.98442,             0.98871,             0.99164,             0.65364,            0.029235,           0.0035866,           0.0016122,             0.10691,           0.0099785,           0.0099785,           0.0099785
                  35,            0.041306,            0.004927,           0.0033105,             0.11339,             0.97688,             0.98585,             0.99287,             0.65548,            0.029912,           0.0035683,           0.0018857,             0.10839,           0.0099772,           0.0099772,           0.0099772
                  36,            0.040667,            0.004882,           0.0031411,             0.11272,             0.98181,             0.98835,             0.98893,               0.684,             0.02938,           0.0035079,           0.0014084,              0.1058,           0.0099758,           0.0099758,           0.0099758
                  37,            0.041056,           0.0047649,           0.0031425,             0.11226,             0.97454,             0.98715,             0.98994,              0.6578,            0.030019,           0.0035476,           0.0012771,             0.10494,           0.0099744,           0.0099744,           0.0099744
                  38,            0.040579,           0.0048948,           0.0023923,             0.11168,             0.98709,             0.97771,             0.98957,             0.65126,            0.029026,           0.0034935,           0.0013049,             0.10923,            0.009973,            0.009973,            0.009973
                  39,            0.039232,           0.0048052,           0.0028465,             0.11185,             0.97464,             0.97998,             0.98925,             0.67743,            0.027554,           0.0034474,           0.0018806,             0.10596,           0.0099715,           0.0099715,           0.0099715
                  40,            0.039712,           0.0048207,           0.0024608,             0.11146,             0.97005,             0.99068,             0.98924,             0.67298,            0.028404,           0.0035277,           0.0011211,             0.10477,             0.00997,             0.00997,             0.00997
                  41,              0.0393,           0.0048294,           0.0026869,             0.11037,             0.98634,             0.99463,             0.99466,             0.65197,             0.02891,           0.0035004,            0.001158,             0.10514,           0.0099685,           0.0099685,           0.0099685
                  42,            0.039175,           0.0049023,           0.0028095,             0.10981,             0.99085,             0.97811,             0.99397,             0.70215,            0.027921,           0.0034331,           0.0015361,             0.10282,           0.0099669,           0.0099669,           0.0099669
                  43,            0.039309,           0.0047195,           0.0026659,             0.11054,              0.9794,             0.98613,             0.99046,             0.72054,            0.027345,           0.0035559,           0.0012802,             0.10619,           0.0099652,           0.0099652,           0.0099652
                  44,            0.039402,           0.0048081,           0.0023789,             0.10867,             0.96852,             0.97352,             0.98417,             0.64282,            0.030015,           0.0035448,           0.0016098,             0.10035,           0.0099636,           0.0099636,           0.0099636
                  45,            0.038644,           0.0048947,           0.0027473,             0.10917,               0.993,             0.98586,             0.99388,             0.70363,            0.025905,           0.0034259,            0.001086,             0.10656,           0.0099618,           0.0099618,           0.0099618
                  46,            0.038168,           0.0048252,           0.0027401,             0.10908,             0.99199,             0.98909,             0.99428,             0.74674,            0.025681,            0.003589,           0.0012438,            0.098361,           0.0099601,           0.0099601,           0.0099601
                  47,            0.038544,           0.0047828,           0.0025956,              0.1085,             0.98291,             0.98657,             0.99408,              0.7279,            0.024828,           0.0034932,           0.0015389,             0.10104,           0.0099583,           0.0099583,           0.0099583
                  48,            0.037464,           0.0047585,           0.0028406,             0.10994,             0.99436,             0.99431,             0.99485,             0.74041,            0.024925,           0.0034038,          0.00093865,            0.096987,           0.0099565,           0.0099565,           0.0099565
                  49,             0.03808,           0.0047379,            0.002575,             0.10781,             0.98864,             0.98919,             0.99428,             0.67988,            0.026069,           0.0034651,          0.00095686,             0.10363,           0.0099546,           0.0099546,           0.0099546
                  50,            0.037682,           0.0046866,            0.002216,             0.10777,             0.99682,             0.99365,             0.99482,             0.74549,            0.025774,           0.0033799,          0.00083954,            0.098214,           0.0099527,           0.0099527,           0.0099527
                  51,            0.037689,           0.0048033,           0.0020642,             0.10795,             0.98966,             0.98955,             0.99424,             0.75658,            0.023979,           0.0034617,           0.0012631,            0.095873,           0.0099508,           0.0099508,           0.0099508
                  52,            0.037544,           0.0047699,           0.0022552,             0.10708,             0.99482,             0.99122,             0.99413,             0.73676,            0.025182,           0.0034111,          0.00088966,            0.095117,           0.0099488,           0.0099488,           0.0099488
                  53,            0.037614,           0.0047293,           0.0027944,             0.10656,             0.99232,             0.99356,             0.99483,             0.74198,            0.024969,            0.003383,           0.0007555,            0.098514,           0.0099467,           0.0099467,           0.0099467
                  54,            0.036729,           0.0045854,           0.0021424,             0.10658,             0.99394,             0.98613,              0.9943,             0.72342,            0.025421,           0.0034628,          0.00071767,            0.097813,           0.0099447,           0.0099447,           0.0099447
                  55,            0.037267,            0.004726,           0.0023269,             0.10561,             0.98926,             0.98908,             0.99434,             0.72311,            0.023567,           0.0033785,           0.0010302,            0.098492,           0.0099426,           0.0099426,           0.0099426
                  56,            0.037554,           0.0048333,           0.0023208,             0.10469,             0.99573,             0.98486,             0.99472,             0.70936,            0.027723,           0.0034335,          0.00089231,            0.093861,           0.0099404,           0.0099404,           0.0099404
                  57,             0.03745,           0.0046447,           0.0021615,             0.10199,             0.99449,             0.99625,               0.995,             0.72939,             0.02427,           0.0034164,          0.00064438,            0.095835,           0.0099383,           0.0099383,           0.0099383
                  58,            0.037437,           0.0046993,           0.0021029,             0.10351,             0.98911,             0.99376,             0.99352,             0.69859,            0.026278,           0.0034588,           0.0008753,            0.098527,            0.009936,            0.009936,            0.009936
                  59,            0.036785,           0.0047676,           0.0027597,             0.10359,             0.98956,             0.99276,             0.99011,             0.70457,            0.024871,           0.0033965,            0.001073,            0.097009,           0.0099338,           0.0099338,           0.0099338
                  60,            0.037029,           0.0047755,           0.0025745,             0.10304,             0.97946,              0.9905,              0.9943,             0.74326,            0.025374,           0.0035683,           0.0006544,            0.095986,           0.0099315,           0.0099315,           0.0099315
                  61,            0.038007,           0.0047852,           0.0028433,             0.10127,             0.98224,             0.98011,             0.99312,             0.68425,            0.023779,           0.0033298,           0.0011593,            0.098705,           0.0099291,           0.0099291,           0.0099291
                  62,            0.036634,           0.0046881,           0.0021566,             0.10182,             0.98987,             0.98535,              0.9947,             0.75528,            0.023885,           0.0034719,          0.00089574,            0.094535,           0.0099268,           0.0099268,           0.0099268
                  63,            0.036931,           0.0046944,           0.0026142,            0.099575,             0.99407,             0.99227,             0.99488,             0.71842,            0.025368,           0.0033355,          0.00093693,               0.097,           0.0099244,           0.0099244,           0.0099244
                  64,            0.036761,           0.0047168,           0.0022315,            0.099727,             0.99374,             0.98592,             0.99397,              0.7408,            0.022264,           0.0032635,          0.00095607,            0.094657,           0.0099219,           0.0099219,           0.0099219
                  65,              0.0366,           0.0046905,           0.0023664,             0.10109,             0.99512,             0.98731,             0.99446,             0.72949,            0.023576,           0.0033361,          0.00090705,             0.09365,           0.0099194,           0.0099194,           0.0099194
                  66,            0.036628,           0.0047612,            0.002439,            0.099399,              0.9809,             0.98657,             0.99188,             0.70008,            0.024707,           0.0033659,           0.0010843,            0.093727,           0.0099169,           0.0099169,           0.0099169
                  67,            0.036593,           0.0046863,           0.0026702,            0.099786,             0.99754,              0.9967,             0.99499,             0.75254,            0.022912,           0.0032418,          0.00070908,            0.093767,           0.0099143,           0.0099143,           0.0099143
                  68,            0.036578,           0.0046269,           0.0022298,            0.099477,             0.99572,             0.98947,              0.9949,             0.75177,            0.022677,           0.0033462,          0.00072162,            0.094646,           0.0099117,           0.0099117,           0.0099117
                  69,            0.036076,           0.0046513,           0.0022823,            0.098763,             0.98838,             0.98794,             0.98944,              0.7304,            0.023901,           0.0033345,          0.00072134,            0.096692,           0.0099091,           0.0099091,           0.0099091
                  70,            0.037005,           0.0046357,           0.0022554,            0.096941,             0.98495,              0.9916,             0.99455,             0.74325,            0.022104,           0.0034385,          0.00076184,            0.092909,           0.0099064,           0.0099064,           0.0099064
                  71,            0.036028,           0.0046259,           0.0021121,            0.097202,             0.99452,             0.99641,             0.99495,             0.72119,            0.022888,           0.0032517,          0.00071042,             0.09348,           0.0099037,           0.0099037,           0.0099037
                  72,            0.036312,           0.0046756,           0.0022778,             0.09712,             0.99141,             0.99443,              0.9942,             0.70766,             0.02225,           0.0032318,          0.00069444,            0.090987,           0.0099009,           0.0099009,           0.0099009
