               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 303,            0.029322,           0.0042579,           0.0011143,            0.086517,             0.99612,             0.99999,             0.99493,             0.85952,            0.014052,           0.0026369,          0.00022448,            0.076323,           0.0083308,           0.0083308,           0.0083308
                 304,            0.028486,           0.0041823,            0.001214,            0.086491,             0.99582,             0.99999,             0.99493,             0.86013,            0.014045,           0.0026368,          0.00022415,             0.07632,           0.0083205,           0.0083205,           0.0083205
                 305,            0.029269,           0.0042638,           0.0011803,            0.086275,             0.99341,             0.99999,             0.99358,             0.85804,            0.014046,           0.0026361,          0.00022411,            0.076299,           0.0083103,           0.0083103,           0.0083103
                 306,            0.028913,           0.0042307,           0.0012444,            0.086411,             0.99359,             0.99999,             0.99374,             0.85797,            0.014038,           0.0026357,           0.0002242,            0.076292,              0.0083,              0.0083,              0.0083
                 307,            0.028545,           0.0041768,          0.00092111,            0.085726,             0.99094,             0.99999,             0.99329,             0.85837,            0.014034,           0.0026348,          0.00022379,            0.076285,           0.0082897,           0.0082897,           0.0082897
                 308,            0.028545,           0.0042167,           0.0012043,            0.086463,             0.99455,             0.99999,             0.99401,             0.85896,            0.014032,           0.0026339,          0.00022376,            0.076274,           0.0082794,           0.0082794,           0.0082794
                 309,            0.029113,           0.0042054,           0.0012865,            0.085271,             0.99392,             0.99788,             0.99365,             0.85841,            0.014023,           0.0026328,          0.00022356,            0.076246,           0.0082691,           0.0082691,           0.0082691
                 310,            0.029429,           0.0041628,            0.001245,            0.086694,             0.99289,             0.99834,             0.99355,             0.85822,            0.014021,            0.002632,          0.00022382,            0.076208,           0.0082587,           0.0082587,           0.0082587
                 311,            0.029019,           0.0041332,           0.0011908,            0.086422,             0.99881,             0.99833,               0.995,             0.85797,            0.014043,           0.0026317,          0.00022372,            0.076203,           0.0082483,           0.0082483,           0.0082483
                 312,            0.028522,            0.004243,           0.0012902,            0.086217,             0.99454,             0.99833,             0.99411,             0.85726,            0.014039,           0.0026316,          0.00022334,            0.076184,           0.0082379,           0.0082379,           0.0082379
                 313,            0.028723,           0.0041715,           0.0012192,            0.086517,             0.99358,                   1,              0.9946,             0.85748,             0.01404,           0.0026311,          0.00022372,            0.076177,           0.0082275,           0.0082275,           0.0082275
                 314,            0.029041,           0.0042068,           0.0012358,            0.086724,              0.9902,                   1,             0.99344,             0.85724,             0.01404,            0.002631,          0.00022403,            0.076157,           0.0082171,           0.0082171,           0.0082171
                 315,            0.028818,           0.0042231,           0.0011309,            0.086192,             0.98929,                   1,             0.99362,             0.85752,            0.014036,           0.0026303,          0.00022414,            0.076146,           0.0082066,           0.0082066,           0.0082066
                 316,            0.028925,           0.0042415,            0.001072,            0.085768,             0.99615,                   1,             0.99493,             0.85728,            0.014032,           0.0026294,          0.00022426,            0.076131,           0.0081961,           0.0081961,           0.0081961
                 317,            0.028754,           0.0041966,             0.00122,            0.085446,             0.99451,                   1,             0.99428,              0.8563,            0.014033,           0.0026291,          0.00022435,            0.076117,           0.0081856,           0.0081856,           0.0081856
                 318,            0.028543,            0.004188,           0.0011481,            0.085501,              0.9929,                   1,              0.9947,             0.85652,            0.014022,           0.0026286,          0.00022428,            0.076104,            0.008175,            0.008175,            0.008175
                 319,            0.028916,           0.0041579,           0.0011035,            0.085743,             0.99392,                   1,             0.99335,             0.85551,            0.014014,            0.002628,          0.00022431,            0.076091,           0.0081645,           0.0081645,           0.0081645
                 320,            0.028641,           0.0041761,           0.0010191,             0.08491,             0.99191,                   1,             0.99404,             0.85663,            0.014011,           0.0026277,          0.00022423,            0.076069,           0.0081539,           0.0081539,           0.0081539
                 321,            0.028757,           0.0041741,          0.00094876,            0.084625,             0.98385,                   1,             0.99259,             0.85511,            0.014016,           0.0026274,          0.00022407,            0.076052,           0.0081433,           0.0081433,           0.0081433
                 322,            0.028813,           0.0041712,          0.00090069,            0.085876,             0.97753,                   1,             0.99076,             0.85368,            0.014008,           0.0026271,          0.00022364,            0.076039,           0.0081327,           0.0081327,           0.0081327
                 323,            0.028651,            0.004254,           0.0010423,            0.085927,             0.97915,                   1,             0.99123,             0.85509,            0.013992,            0.002626,          0.00022301,            0.076022,            0.008122,            0.008122,            0.008122
                 324,            0.028349,           0.0042502,           0.0010414,            0.084635,             0.98245,                   1,             0.99343,             0.85709,            0.013979,            0.002625,          0.00022291,            0.076014,           0.0081114,           0.0081114,           0.0081114
                 325,            0.028197,           0.0041722,          0.00082108,            0.085281,             0.98912,                   1,              0.9936,             0.85665,            0.013975,           0.0026248,           0.0002227,            0.075994,           0.0081007,           0.0081007,           0.0081007
                 326,            0.028804,           0.0041079,          0.00085147,            0.085333,             0.98694,                   1,             0.99194,             0.85581,            0.013968,           0.0026241,          0.00022261,            0.075978,             0.00809,             0.00809,             0.00809
                 327,            0.028502,           0.0041145,           0.0012082,            0.086013,             0.98801,                   1,             0.99348,             0.85721,            0.013963,           0.0026231,          0.00022279,            0.075957,           0.0080793,           0.0080793,           0.0080793
                 328,            0.028556,           0.0042084,           0.0013897,            0.084968,             0.99232,                   1,              0.9941,             0.85801,            0.013955,           0.0026226,          0.00022278,            0.075942,           0.0080685,           0.0080685,           0.0080685
                 329,            0.028379,           0.0040642,           0.0010052,            0.085522,             0.99743,             0.99832,             0.99488,             0.85838,            0.013949,           0.0026221,          0.00022256,            0.075932,           0.0080578,           0.0080578,           0.0080578
                 330,            0.028658,            0.004167,           0.0010681,            0.085432,             0.99356,             0.99832,             0.99462,             0.85814,            0.013954,           0.0026213,          0.00022237,             0.07591,            0.008047,            0.008047,            0.008047
                 331,            0.028019,           0.0041488,          0.00099468,            0.085104,             0.99416,             0.99833,             0.99354,             0.85857,            0.013969,           0.0026213,          0.00022264,            0.075899,           0.0080362,           0.0080362,           0.0080362
                 332,            0.028848,           0.0042094,           0.0011978,            0.084755,             0.99559,                   1,             0.99491,             0.85939,            0.013972,           0.0026209,          0.00022295,            0.075895,           0.0080253,           0.0080253,           0.0080253
                 333,            0.028282,           0.0042629,             0.00115,            0.084668,             0.99192,                   1,             0.99426,              0.8581,            0.013977,           0.0026206,          0.00022272,            0.075884,           0.0080145,           0.0080145,           0.0080145
                 334,            0.028182,           0.0042005,           0.0011028,            0.084768,             0.98551,                   1,             0.99293,             0.85676,            0.013976,           0.0026204,          0.00022254,            0.075873,           0.0080036,           0.0080036,           0.0080036
                 335,            0.028483,           0.0041949,           0.0010643,            0.085827,             0.98708,                   1,             0.99364,             0.85646,             0.01397,             0.00262,          0.00022236,            0.075856,           0.0079927,           0.0079927,           0.0079927
                 336,            0.028779,           0.0043048,          0.00091525,            0.085783,             0.98811,                   1,             0.99325,             0.85696,            0.013968,           0.0026198,          0.00022245,            0.075836,           0.0079818,           0.0079818,           0.0079818
                 337,            0.028622,            0.004094,           0.0011936,            0.084515,             0.99177,                   1,             0.99384,              0.8576,            0.013972,           0.0026196,          0.00022262,            0.075822,           0.0079709,           0.0079709,           0.0079709
                 338,             0.02815,           0.0042336,           0.0012214,            0.085545,             0.98616,                   1,             0.99241,             0.85657,            0.013967,           0.0026193,          0.00022252,            0.075818,             0.00796,             0.00796,             0.00796
                 339,            0.028551,           0.0041061,          0.00081783,            0.083424,             0.98945,                   1,             0.99381,             0.85755,             0.01396,           0.0026188,          0.00022258,            0.075799,            0.007949,            0.007949,            0.007949
                 340,            0.028412,           0.0041075,           0.0008127,            0.083923,             0.99055,                   1,             0.99431,             0.85784,            0.013963,           0.0026185,          0.00022266,            0.075788,            0.007938,            0.007938,            0.007938
                 341,            0.028575,           0.0041065,           0.0011982,            0.083127,             0.98895,                   1,             0.99363,             0.85745,            0.013963,           0.0026182,          0.00022279,            0.075777,            0.007927,            0.007927,            0.007927
                 342,            0.028601,           0.0041526,           0.0011236,            0.084152,              0.9812,                   1,             0.99238,             0.85587,            0.013957,           0.0026178,          0.00022308,             0.07577,            0.007916,            0.007916,            0.007916
                 343,            0.028643,            0.004211,          0.00087841,            0.085076,             0.98521,                   1,             0.99283,             0.85625,            0.013951,           0.0026172,          0.00022309,            0.075771,            0.007905,            0.007905,            0.007905
                 344,            0.027732,           0.0041121,          0.00097553,            0.086271,             0.98498,                   1,             0.99326,             0.85633,            0.013945,           0.0026165,          0.00022293,            0.075775,           0.0078939,           0.0078939,           0.0078939
                 345,            0.028584,           0.0041472,          0.00091042,            0.084342,             0.98441,             0.99999,             0.99395,             0.85819,            0.013941,           0.0026167,          0.00022261,            0.075773,           0.0078828,           0.0078828,           0.0078828
                 346,            0.028165,           0.0041361,           0.0012081,            0.086041,             0.98048,             0.99999,             0.99298,             0.85722,            0.013934,           0.0026158,          0.00022254,            0.075768,           0.0078717,           0.0078717,           0.0078717
                 347,            0.028199,           0.0041516,           0.0011133,            0.085835,             0.98629,             0.99999,              0.9934,             0.85712,            0.013931,           0.0026153,          0.00022255,            0.075755,           0.0078606,           0.0078606,           0.0078606
                 348,            0.028001,           0.0040707,          0.00084644,            0.084107,             0.98114,             0.99999,             0.99295,             0.85702,            0.013925,           0.0026151,          0.00022226,            0.075746,           0.0078495,           0.0078495,           0.0078495
                 349,            0.028321,            0.004199,           0.0014461,            0.085126,             0.98851,             0.99999,             0.99377,             0.85755,            0.013922,           0.0026148,          0.00022245,            0.075731,           0.0078383,           0.0078383,           0.0078383
                 350,            0.028364,           0.0041282,           0.0014002,            0.084617,             0.98673,             0.99783,             0.99343,             0.85722,            0.013914,           0.0026145,          0.00022231,            0.075717,           0.0078271,           0.0078271,           0.0078271
                 351,            0.028424,           0.0041746,          0.00084175,            0.083708,             0.97968,             0.99999,             0.99231,             0.85636,             0.01391,           0.0026144,          0.00022203,             0.07571,            0.007816,            0.007816,            0.007816
                 352,            0.028012,           0.0041497,           0.0012028,            0.083332,             0.98693,             0.99999,             0.99249,             0.85641,            0.013906,           0.0026135,          0.00022205,             0.07571,           0.0078048,           0.0078048,           0.0078048
                 353,            0.028245,           0.0041972,           0.0009356,            0.084358,             0.98475,             0.99999,             0.99189,             0.85599,            0.013909,           0.0026133,          0.00022203,            0.075697,           0.0077935,           0.0077935,           0.0077935
                 354,            0.028197,            0.004073,          0.00087443,            0.084219,             0.99267,             0.99832,             0.99278,             0.85711,            0.013907,           0.0026126,            0.000222,            0.075689,           0.0077823,           0.0077823,           0.0077823
                 355,            0.028692,           0.0040866,            0.001008,            0.084512,             0.99034,             0.99999,             0.99274,             0.85724,            0.013901,           0.0026122,          0.00022214,            0.075681,            0.007771,            0.007771,            0.007771
                 356,            0.028073,           0.0041337,          0.00087325,            0.085376,             0.98978,             0.99999,             0.99362,              0.8583,            0.013902,           0.0026119,           0.0002217,            0.075663,           0.0077598,           0.0077598,           0.0077598
                 357,            0.027753,           0.0041463,          0.00094763,            0.083695,             0.98817,             0.99999,              0.9921,             0.85659,            0.013899,           0.0026114,          0.00022132,            0.075648,           0.0077485,           0.0077485,           0.0077485
                 358,            0.028281,           0.0042073,           0.0010569,            0.084177,             0.99059,             0.99999,             0.99279,             0.85798,            0.013902,           0.0026111,          0.00022105,            0.075635,           0.0077372,           0.0077372,           0.0077372
                 359,            0.028543,           0.0041824,           0.0012851,            0.085055,             0.98817,             0.99999,             0.99329,             0.85787,            0.013901,           0.0026108,          0.00022098,            0.075625,           0.0077258,           0.0077258,           0.0077258
                 360,            0.028002,           0.0040984,           0.0008671,            0.085027,              0.9828,             0.99999,             0.99296,             0.85789,              0.0139,           0.0026106,          0.00022098,            0.075609,           0.0077145,           0.0077145,           0.0077145
                 361,            0.027824,           0.0041291,          0.00087323,             0.08363,             0.99421,             0.99999,             0.99414,             0.85937,            0.013895,           0.0026102,          0.00022067,            0.075597,           0.0077031,           0.0077031,           0.0077031
                 362,            0.028127,           0.0040837,          0.00093851,            0.083947,             0.98837,             0.99999,              0.9943,              0.8593,             0.01389,           0.0026099,           0.0002205,            0.075584,           0.0076917,           0.0076917,           0.0076917
                 363,            0.027774,           0.0041204,           0.0013814,            0.084625,             0.99199,             0.99999,             0.99347,             0.85922,            0.013889,           0.0026097,          0.00022027,            0.075561,           0.0076803,           0.0076803,           0.0076803
                 364,            0.028013,            0.004147,          0.00084243,            0.083984,             0.99238,             0.99999,             0.99399,              0.8599,            0.013882,           0.0026092,          0.00022019,            0.075548,           0.0076689,           0.0076689,           0.0076689
                 365,            0.028012,           0.0042222,           0.0013119,            0.084836,             0.98875,             0.99999,             0.99352,              0.8597,            0.013883,           0.0026088,           0.0002202,            0.075532,           0.0076575,           0.0076575,           0.0076575
                 366,            0.027834,           0.0040753,            0.001078,             0.08393,             0.99199,             0.99999,             0.99313,             0.85884,             0.01388,           0.0026087,          0.00022031,            0.075524,           0.0076461,           0.0076461,           0.0076461
                 367,            0.028008,           0.0041569,           0.0010058,              0.0841,               0.994,             0.99999,             0.99431,                0.86,            0.013874,           0.0026083,          0.00022045,            0.075511,           0.0076346,           0.0076346,           0.0076346
                 368,            0.027766,           0.0040702,          0.00075781,            0.085161,             0.98654,             0.99999,             0.99204,             0.85819,            0.013871,           0.0026081,           0.0002203,            0.075502,           0.0076231,           0.0076231,           0.0076231
                 369,            0.028102,           0.0041733,            0.001028,            0.084532,             0.99399,             0.99999,             0.99435,             0.85968,            0.013869,           0.0026076,          0.00022033,            0.075484,           0.0076116,           0.0076116,           0.0076116
                 370,            0.028062,           0.0041164,           0.0010006,             0.08351,             0.99363,             0.99999,             0.99457,             0.86007,            0.013864,           0.0026072,          0.00022014,            0.075475,           0.0076001,           0.0076001,           0.0076001
                 371,            0.027967,           0.0041767,           0.0012842,            0.085646,             0.98999,             0.99999,             0.99243,              0.8573,            0.013863,           0.0026073,          0.00022012,            0.075464,           0.0075886,           0.0075886,           0.0075886
                 372,            0.028231,           0.0042098,           0.0011969,            0.084677,             0.99256,                   1,             0.99304,             0.85825,            0.013863,           0.0026073,          0.00022007,            0.075455,           0.0075771,           0.0075771,           0.0075771
                 373,            0.028004,           0.0040759,          0.00074012,            0.083465,             0.98811,                   1,             0.99217,             0.85699,            0.013858,           0.0026066,          0.00021963,            0.075443,           0.0075655,           0.0075655,           0.0075655
                 374,            0.027718,           0.0040828,          0.00075161,            0.083567,              0.9884,                   1,             0.99299,              0.8583,            0.013858,           0.0026064,          0.00021963,            0.075436,           0.0075539,           0.0075539,           0.0075539
                 375,            0.027473,            0.004079,          0.00091185,            0.084441,             0.98647,                   1,             0.99159,             0.85654,            0.013858,            0.002606,          0.00021938,            0.075433,           0.0075423,           0.0075423,           0.0075423
                 376,            0.027998,           0.0041579,           0.0010341,            0.084356,             0.98702,                   1,             0.99196,             0.85742,            0.013853,           0.0026052,          0.00021914,            0.075425,           0.0075307,           0.0075307,           0.0075307
                 377,            0.027926,           0.0040811,          0.00092171,            0.083959,             0.98214,                   1,             0.99122,             0.85704,             0.01385,           0.0026042,          0.00021887,            0.075417,           0.0075191,           0.0075191,           0.0075191
                 378,            0.028188,           0.0040927,           0.0012275,            0.083039,             0.98592,                   1,             0.99243,             0.85811,            0.013846,           0.0026038,          0.00021877,             0.07541,           0.0075075,           0.0075075,           0.0075075
                 379,            0.027661,           0.0041234,          0.00081557,            0.084473,             0.98591,                   1,             0.99332,             0.85925,             0.01384,           0.0026031,          0.00021887,            0.075399,           0.0074958,           0.0074958,           0.0074958
                 380,             0.02738,           0.0041949,          0.00099812,            0.083191,              0.9884,                   1,             0.99477,             0.85976,            0.013835,           0.0026024,           0.0002186,            0.075393,           0.0074842,           0.0074842,           0.0074842
                 381,            0.027632,           0.0039501,           0.0008353,            0.082771,             0.98807,                   1,             0.99483,             0.86069,             0.01383,           0.0026016,          0.00021849,            0.075382,           0.0074725,           0.0074725,           0.0074725
                 382,             0.02739,            0.004062,          0.00084348,             0.08358,             0.98907,             0.99832,             0.99445,             0.86016,            0.013826,           0.0026013,          0.00021838,            0.075369,           0.0074608,           0.0074608,           0.0074608
                 383,            0.027974,           0.0041357,          0.00097147,            0.083665,             0.98739,             0.99999,              0.9938,             0.85975,            0.013822,           0.0026007,          0.00021837,            0.075355,           0.0074491,           0.0074491,           0.0074491
                 384,            0.027934,           0.0040182,          0.00080632,            0.083136,             0.98647,             0.99999,             0.99298,             0.85904,            0.013823,           0.0026009,          0.00021809,            0.075342,           0.0074374,           0.0074374,           0.0074374
                 385,            0.027658,           0.0041248,           0.0010049,            0.082635,             0.99392,             0.99999,             0.99366,             0.85941,            0.013825,           0.0026006,          0.00021816,            0.075331,           0.0074256,           0.0074256,           0.0074256
                 386,            0.027283,           0.0041138,           0.0008922,            0.083387,             0.98965,             0.99999,             0.99217,             0.85775,            0.013827,           0.0026001,          0.00021818,            0.075322,           0.0074139,           0.0074139,           0.0074139
                 387,             0.02749,            0.004078,          0.00094817,            0.084095,             0.99022,             0.99999,             0.99227,             0.85762,            0.013823,           0.0025996,          0.00021796,             0.07531,           0.0074021,           0.0074021,           0.0074021
                 388,            0.027652,           0.0041202,           0.0012834,            0.084253,             0.98635,             0.99999,             0.99043,             0.85606,            0.013821,           0.0025997,          0.00021778,            0.075298,           0.0073904,           0.0073904,           0.0073904
                 389,            0.028367,           0.0040502,           0.0007661,            0.082938,             0.98892,             0.99999,             0.99296,             0.85801,             0.01382,           0.0025992,          0.00021784,            0.075288,           0.0073786,           0.0073786,           0.0073786
                 390,            0.028021,           0.0040469,            0.000914,            0.082725,             0.98342,             0.99999,             0.99045,             0.85696,            0.013816,           0.0025985,          0.00021756,            0.075282,           0.0073668,           0.0073668,           0.0073668
                 391,            0.027734,           0.0040966,          0.00094916,            0.082111,             0.99016,             0.99999,             0.99109,             0.85689,            0.013813,           0.0025985,          0.00021741,            0.075269,            0.007355,            0.007355,            0.007355
                 392,            0.027567,           0.0040584,           0.0012227,            0.082983,             0.99049,             0.99999,             0.99373,             0.85952,            0.013816,           0.0025981,          0.00021733,            0.075257,           0.0073431,           0.0073431,           0.0073431
                 393,            0.027648,           0.0040746,          0.00080289,            0.083437,             0.98533,             0.99999,             0.99225,             0.85891,            0.013817,           0.0025981,          0.00021734,            0.075242,           0.0073313,           0.0073313,           0.0073313
                 394,            0.027372,           0.0041838,           0.0010116,            0.084527,              0.9814,             0.99833,             0.99168,             0.85833,            0.013814,           0.0025976,          0.00021736,            0.075232,           0.0073194,           0.0073194,           0.0073194
                 395,            0.028099,           0.0040604,           0.0010057,            0.082256,             0.98548,             0.99999,             0.99244,             0.85998,            0.013806,           0.0025974,          0.00021734,            0.075229,           0.0073076,           0.0073076,           0.0073076
                 396,            0.027211,           0.0041096,           0.0009253,             0.08362,             0.98578,             0.99833,             0.99209,             0.85914,            0.013804,            0.002597,          0.00021696,            0.075227,           0.0072957,           0.0072957,           0.0072957
                 397,            0.027241,           0.0041023,           0.0011968,            0.082843,             0.98679,             0.99833,             0.99196,             0.85967,            0.013804,           0.0025967,          0.00021676,            0.075226,           0.0072838,           0.0072838,           0.0072838
                 398,            0.027629,           0.0040589,           0.0010276,            0.083141,              0.9884,             0.99833,              0.9927,             0.86026,            0.013804,           0.0025965,          0.00021657,            0.075222,           0.0072719,           0.0072719,           0.0072719
                 399,            0.027133,           0.0041441,           0.0010349,            0.083528,             0.98972,             0.99999,             0.99374,             0.86105,            0.013804,           0.0025964,           0.0002165,            0.075221,           0.0072599,           0.0072599,           0.0072599
                 400,            0.027152,           0.0041353,          0.00096189,             0.08349,             0.98664,             0.99999,             0.99341,             0.86099,            0.013806,           0.0025962,          0.00021617,            0.075209,            0.007248,            0.007248,            0.007248
                 401,             0.02732,           0.0040193,           0.0010251,            0.082557,             0.98774,             0.99999,             0.99342,             0.86069,            0.013802,           0.0025957,          0.00021613,             0.07521,           0.0072361,           0.0072361,           0.0072361
                 402,            0.027822,           0.0040732,            0.001175,             0.08351,             0.98607,             0.99999,             0.99314,             0.86068,            0.013803,           0.0025955,          0.00021605,            0.075204,           0.0072241,           0.0072241,           0.0072241
                 403,            0.027685,           0.0040328,          0.00068868,            0.082199,             0.98959,             0.99999,             0.99383,             0.86148,            0.013801,           0.0025952,          0.00021567,            0.075206,           0.0072121,           0.0072121,           0.0072121
                 404,            0.027344,           0.0040905,          0.00085888,             0.08329,             0.99026,             0.99999,             0.99353,             0.86113,            0.013798,            0.002595,          0.00021542,            0.075206,           0.0072002,           0.0072002,           0.0072002
                 405,            0.027327,           0.0041296,           0.0010747,             0.08207,             0.98942,             0.99999,             0.99377,             0.86195,             0.01379,           0.0025945,          0.00021528,            0.075191,           0.0071882,           0.0071882,           0.0071882
                 406,            0.027481,            0.004002,          0.00091387,             0.08276,             0.98775,             0.99999,             0.99361,             0.86199,            0.013788,           0.0025947,          0.00021513,            0.075183,           0.0071762,           0.0071762,           0.0071762
                 407,            0.027739,           0.0040807,           0.0010342,            0.082488,             0.99189,             0.99999,             0.99392,             0.86211,            0.013788,            0.002594,           0.0002151,            0.075177,           0.0071641,           0.0071641,           0.0071641
                 408,            0.027693,           0.0040527,           0.0010099,            0.082769,             0.99354,             0.99999,             0.99395,             0.86275,            0.013785,           0.0025934,          0.00021518,             0.07517,           0.0071521,           0.0071521,           0.0071521
                 409,            0.027062,           0.0040436,           0.0010464,            0.082572,             0.99377,             0.99999,             0.99315,             0.86138,            0.013779,           0.0025932,          0.00021509,            0.075164,           0.0071401,           0.0071401,           0.0071401
                 410,            0.026989,            0.004079,          0.00090839,            0.083605,             0.99017,             0.99999,             0.99287,             0.86136,            0.013774,            0.002593,          0.00021492,            0.075153,            0.007128,            0.007128,            0.007128
                 411,            0.027519,           0.0040479,          0.00076957,            0.082871,              0.9899,             0.99999,             0.99347,             0.86295,            0.013772,            0.002592,          0.00021477,            0.075151,            0.007116,            0.007116,            0.007116
                 412,            0.027363,           0.0040394,           0.0011203,            0.082267,             0.99188,             0.99999,             0.99445,             0.86449,             0.01377,           0.0025916,          0.00021476,            0.075147,           0.0071039,           0.0071039,           0.0071039
                 413,            0.027316,           0.0041031,          0.00090121,            0.082151,             0.98666,             0.99999,             0.99181,             0.86204,            0.013769,           0.0025912,          0.00021472,            0.075136,           0.0070918,           0.0070918,           0.0070918
                 414,             0.02724,           0.0040695,             0.00078,            0.081745,             0.99007,             0.99999,             0.99405,             0.86327,            0.013771,           0.0025914,          0.00021466,            0.075121,           0.0070797,           0.0070797,           0.0070797
                 415,              0.0276,           0.0040266,           0.0007765,            0.082908,             0.99187,             0.99999,             0.99451,             0.86379,            0.013771,           0.0025908,          0.00021426,            0.075108,           0.0070676,           0.0070676,           0.0070676
                 416,            0.027145,           0.0041006,          0.00093602,            0.082389,             0.98792,             0.99834,             0.99369,             0.86342,            0.013766,           0.0025903,          0.00021413,            0.075105,           0.0070555,           0.0070555,           0.0070555
                 417,            0.027233,           0.0041136,          0.00094725,            0.083297,             0.99343,             0.99834,             0.99391,             0.86394,            0.013761,           0.0025898,          0.00021416,            0.075098,           0.0070434,           0.0070434,           0.0070434
                 418,            0.027142,           0.0041123,           0.0012008,            0.082559,             0.99399,             0.99834,             0.99377,             0.86336,             0.01376,           0.0025897,          0.00021409,            0.075081,           0.0070312,           0.0070312,           0.0070312
                 419,            0.027102,           0.0040717,          0.00095641,            0.082855,             0.99567,             0.99834,             0.99404,              0.8633,            0.013759,           0.0025891,          0.00021396,            0.075062,           0.0070191,           0.0070191,           0.0070191
                 420,            0.027157,           0.0040228,           0.0008302,            0.083068,             0.98816,             0.99834,             0.99334,             0.86324,            0.013762,           0.0025891,           0.0002141,            0.075052,           0.0070069,           0.0070069,           0.0070069
                 421,            0.027159,           0.0040587,           0.0008015,            0.081332,             0.99074,             0.99834,             0.99461,             0.86306,             0.01376,            0.002589,          0.00021395,            0.075044,           0.0069948,           0.0069948,           0.0069948
                 422,            0.026565,           0.0040145,          0.00072082,            0.082823,             0.99041,             0.99834,             0.99162,             0.86083,            0.013757,            0.002589,          0.00021378,            0.075036,           0.0069826,           0.0069826,           0.0069826
                 423,            0.026563,           0.0041341,           0.0011527,            0.082197,             0.99379,             0.99834,             0.99473,             0.86413,             0.01375,           0.0025882,          0.00021359,            0.075028,           0.0069704,           0.0069704,           0.0069704
                 424,            0.027256,           0.0040883,          0.00095324,            0.082064,              0.9923,             0.99999,             0.99454,             0.86376,            0.013751,           0.0025881,          0.00021354,            0.075007,           0.0069582,           0.0069582,           0.0069582
                 425,            0.027311,           0.0040431,          0.00085888,            0.082814,             0.98709,             0.99999,             0.99406,              0.8635,            0.013746,           0.0025878,          0.00021355,            0.074996,            0.006946,            0.006946,            0.006946
                 426,            0.027403,           0.0040736,           0.0011977,            0.083741,             0.98678,             0.99999,              0.9936,             0.86344,            0.013742,           0.0025879,          0.00021356,            0.074985,           0.0069338,           0.0069338,           0.0069338
                 427,            0.026935,           0.0040522,          0.00089812,            0.083268,             0.99393,             0.99999,             0.99474,             0.86423,            0.013736,           0.0025871,          0.00021357,            0.074982,           0.0069216,           0.0069216,           0.0069216
                 428,            0.026645,           0.0040832,           0.0009117,             0.08221,             0.98856,             0.99999,             0.99234,             0.86159,            0.013737,            0.002587,          0.00021345,            0.074976,           0.0069093,           0.0069093,           0.0069093
                 429,            0.027114,           0.0040694,          0.00098766,            0.082871,             0.99091,             0.99999,             0.99335,             0.86214,            0.013738,           0.0025868,          0.00021364,            0.074966,           0.0068971,           0.0068971,           0.0068971
                 430,            0.026937,           0.0040338,          0.00083827,            0.081847,             0.99252,             0.99833,              0.9934,             0.86182,            0.013738,           0.0025864,          0.00021363,            0.074959,           0.0068848,           0.0068848,           0.0068848
                 431,            0.027086,           0.0041292,           0.0011693,            0.082708,             0.99051,             0.99832,             0.99174,             0.86047,            0.013745,           0.0025863,          0.00021383,            0.074946,           0.0068726,           0.0068726,           0.0068726
                 432,            0.027238,           0.0039979,          0.00088047,            0.082258,             0.99226,             0.99832,             0.99343,             0.86221,            0.013741,           0.0025864,          0.00021379,            0.074934,           0.0068603,           0.0068603,           0.0068603
                 433,            0.026585,           0.0041058,           0.0009182,            0.082569,              0.9938,             0.99832,             0.99272,             0.86156,            0.013739,           0.0025857,          0.00021371,             0.07493,            0.006848,            0.006848,            0.006848
                 434,            0.027016,           0.0040345,           0.0010696,             0.08359,             0.98904,             0.99832,             0.99338,             0.86218,            0.013736,           0.0025857,          0.00021379,            0.074917,           0.0068357,           0.0068357,           0.0068357
                 435,             0.02722,           0.0040531,           0.0011644,            0.083645,             0.99781,             0.99832,             0.99498,             0.86394,            0.013736,           0.0025856,          0.00021397,            0.074908,           0.0068235,           0.0068235,           0.0068235
                 436,            0.026668,           0.0041344,          0.00088747,             0.08284,             0.98517,             0.99991,             0.99191,             0.86131,            0.013732,           0.0025854,            0.000214,            0.074895,           0.0068111,           0.0068111,           0.0068111
